Sb03g031640,GRMZM2G028568,GRMZM2G144028
Sb10g024910,GRMZM2G028413,GRMZM2G018105
Sb04g027620,GRMZM2G160231,GRMZM2G087503
Sb06g032330,GRMZM2G010257,GRMZM2G075630
Sb03g035210,GRMZM5G840538,GRMZM2G020552
Sb02g038150,GRMZM2G077004,GRMZM2G376432
Sb03g037760,GRMZM2G357399,GRMZM5G836182
Sb03g041090,GRMZM2G077279,GRMZM2G075023
Sb01g039190,GRMZM2G048154,GRMZM2G112251
Sb01g041360,GRMZM2G360234,GRMZM2G147787
Sb02g042440,GRMZM2G144971,GRMZM2G171068
Sb01g035690,GRMZM2G322917,GRMZM2G134064
Sb01g005210,GRMZM2G068952,GRMZM2G007695
Sb07g025710,GRMZM2G053027,GRMZM2G011473
Sb06g028500,GRMZM2G007713,GRMZM2G354855
Sb01g002240,GRMZM2G058089,GRMZM2G004092
Sb03g000710,GRMZM2G123540,GRMZM2G323893
Sb04g035220,GRMZM2G110324,GRMZM2G181362
Sb02g035330,GRMZM2G165644,GRMZM2G175874
Sb01g039660,GRMZM2G174644,GRMZM2G114126
Sb09g001400,GRMZM2G179069,GRMZM5G880268
Sb03g035100,GRMZM2G452529,GRMZM5G825110
Sb09g023010,GRMZM2G389089,GRMZM2G179728
Sb07g021160,GRMZM2G459391,GRMZM2G002756
Sb01g035320,GRMZM2G000923,GRMZM2G465333
Sb01g039330,GRMZM2G157329,GRMZM2G166780
Sb02g039330,GRMZM2G054032,GRMZM2G125004
Sb01g040990,GRMZM2G102347,GRMZM2G101062
Sb04g005080,GRMZM2G086032,GRMZM2G124254
Sb06g019710,GRMZM5G816457,GRMZM2G031963
Sb06g017735,GRMZM2G107129,GRMZM2G074793
Sb02g024090,GRMZM2G067752,GRMZM2G009136
Sb01g039680,GRMZM2G179432,GRMZM2G151992
Sb10g003680,GRMZM2G028594,GRMZM2G070446
Sb03g046480,GRMZM2G060540,GRMZM2G133926
Sb04g027410,GRMZM2G005384,GRMZM2G046353
Sb10g025240,GRMZM2G049076,GRMZM2G471083
Sb04g006080,GRMZM2G079653,GRMZM2G146028
Sb01g030580,GRMZM2G312693,GRMZM2G163398
Sb02g023600,GRMZM2G172065,GRMZM2G416216
Sb06g028430,GRMZM2G005310,GRMZM2G025592
Sb03g030995,GRMZM2G037368,GRMZM2G163848
Sb03g043270,GRMZM2G139822,GRMZM2G065971
Sb03g028370,GRMZM2G180699,GRMZM2G074735
Sb01g038620,GRMZM2G158197,GRMZM2G118979
Sb06g030330,GRMZM2G072264,GRMZM2G114325
Sb01g035210,GRMZM2G101744,GRMZM2G095104
Sb03g034670,GRMZM2G141299,GRMZM2G013391
Sb07g025350,GRMZM2G019050,GRMZM2G097043
Sb07g006080,GRMZM2G029307,GRMZM2G142825
Sb03g008810,GRMZM2G171400,GRMZM2G051842
Sb07g021540,GRMZM2G067235,AC205057.3_FG002
Sb01g047650,GRMZM2G474258,GRMZM2G057529
Sb03g028110,GRMZM2G156126,GRMZM2G034197
Sb10g003650,GRMZM2G443985,GRMZM5G816636
Sb01g038000,GRMZM2G129302,GRMZM2G115762
Sb01g038550,GRMZM2G024159,GRMZM2G117207
Sb04g007930,GRMZM2G119623,GRMZM2G040452
Sb10g004600,GRMZM2G104760,GRMZM2G133566
Sb03g041540,GRMZM2G431006,GRMZM2G119265
Sb03g030600,AC230013.2_FG007,GRMZM2G126928
Sb01g012080,GRMZM2G100448,GRMZM2G122185
Sb06g032240,GRMZM2G064967,GRMZM2G164569
Sb01g033900,GRMZM2G113139,GRMZM2G151387
Sb04g005200,GRMZM2G058252,GRMZM2G168252
Sb06g023180,GRMZM2G114153,GRMZM2G046952
Sb04g022160,GRMZM2G451254,GRMZM2G418258
Sb01g037890,GRMZM2G016734,GRMZM2G134476
Sb03g006150,GRMZM2G100898,GRMZM2G025059
Sb01g006180,GRMZM2G361220,GRMZM2G336789
Sb04g005190,GRMZM2G134528,AC184130.4_FG005
Sb06g027840,GRMZM5G870080,GRMZM2G018462
Sb01g016110,GRMZM5G842695,GRMZM2G170128
Sb01g042750,GRMZM2G163129,GRMZM2G034575
Sb01g028800,GRMZM2G180909,GRMZM2G119146
Sb08g017280,GRMZM2G153206,GRMZM2G301663
Sb01g002750,GRMZM2G139041,GRMZM2G116876
Sb04g027640,GRMZM2G160211,GRMZM2G087137
Sb10g027220,GRMZM2G035405,GRMZM2G089640
Sb02g025410,GRMZM2G071959,GRMZM2G057852
Sb04g030640,GRMZM2G150363,GRMZM2G110192
Sb04g034910,GRMZM2G095778,GRMZM2G315230
Sb03g029220,GRMZM2G047961,GRMZM2G094356
Sb03g011510,GRMZM2G133802,GRMZM2G042636
Sb02g033960,GRMZM2G161611,GRMZM2G171613
Sb06g026160,GRMZM2G164405,GRMZM5G894619
Sb04g026280,GRMZM2G028830,GRMZM2G159700
Sb01g044750,GRMZM2G385605,GRMZM2G433117
Sb10g029170,GRMZM2G178371,GRMZM2G146376
Sb10g005260,GRMZM5G858599,GRMZM2G148167
Sb02g027460,GRMZM2G089501,GRMZM2G009478
Sb02g022820,GRMZM2G085630,GRMZM5G868354
Sb01g007690,GRMZM2G090422,GRMZM2G072315
Sb02g039440,GRMZM2G086856,GRMZM2G056467
Sb02g028940,GRMZM2G044968,GRMZM2G150319
Sb06g017510,GRMZM2G151021,GRMZM2G166484
Sb01g043570,GRMZM2G346750,GRMZM2G483946
Sb03g043690,GRMZM2G180406,GRMZM2G030762
Sb01g042370,GRMZM2G118485,GRMZM2G026742
Sb06g014720,GRMZM2G171664,GRMZM2G023194
Sb07g025490,GRMZM2G332294,AC190609.3_FG001
Sb04g033670,GRMZM2G040924,GRMZM2G111045
Sb07g022830,GRMZM2G412846,GRMZM2G171367
Sb03g043970,GRMZM5G852502,GRMZM2G180399
Sb04g006860,GRMZM2G452633,GRMZM2G090935
Sb01g009230,GRMZM2G359217,GRMZM2G105822
Sb01g012910,GRMZM2G134450,GRMZM2G340578
Sb07g000840,GRMZM2G542994,GRMZM5G878754
Sb04g030000,GRMZM2G123371,GRMZM2G042502
Sb02g030180,GRMZM2G345081,GRMZM2G037685
Sb01g045930,GRMZM2G091921,GRMZM2G057950
Sb04g036490,GRMZM2G008728,GRMZM2G162007
Sb06g027620,GRMZM2G053909,GRMZM2G140924
Sb03g028470,GRMZM2G089525,GRMZM2G086880
Sb03g037170,GRMZM2G046911,GRMZM2G438299
Sb02g026020,GRMZM2G429658,GRMZM2G066672
Sb07g026060,GRMZM5G886044,GRMZM2G123305
Sb02g032020,GRMZM2G353779,GRMZM2G312501
Sb01g030020,GRMZM2G028033,GRMZM2G336077
Sb01g034030,GRMZM2G056944,GRMZM2G097987
Sb03g027860,GRMZM2G094428,GRMZM2G050270
Sb01g044350,GRMZM2G070716,GRMZM2G004172
Sb09g021310,AC188838.3_FG005,GRMZM2G018238
Sb01g007270,GRMZM2G047855,GRMZM2G141903
Sb04g030480,GRMZM2G417229,GRMZM2G069365
Sb03g011680,GRMZM2G074742,GRMZM5G853479
Sb03g030997,GRMZM2G122615,GRMZM2G163843
Sb07g002230,GRMZM2G180659,GRMZM2G046743
Sb02g029440,GRMZM5G868588,GRMZM2G179002
Sb07g028940,GRMZM2G361362,GRMZM2G002220
Sb07g003750,AC203985.4_FG001,GRMZM2G104942
Sb01g040410,GRMZM5G883632,GRMZM2G180559
Sb04g034160,GRMZM2G102959,GRMZM2G079381
Sb06g019400,GRMZM2G050435,GRMZM2G064278
Sb09g007890,GRMZM2G147243,GRMZM2G035465
Sb09g022600,GRMZM2G012052,GRMZM2G007276
Sb03g027370,GRMZM2G022642,GRMZM2G013456
Sb02g001060,GRMZM2G019879,GRMZM2G048494
Sb01g037450,GRMZM2G043484,GRMZM5G875502
Sb01g010600,GRMZM2G057374,GRMZM2G068963
Sb03g026280,GRMZM2G354384,GRMZM2G304573
Sb01g020920,GRMZM2G173315,GRMZM2G337048
Sb03g032430,GRMZM2G159948,GRMZM2G112535
Sb04g022280,GRMZM2G041141,GRMZM5G811633
Sb01g048260,GRMZM2G057158,GRMZM2G127101
Sb04g029460,GRMZM2G468299,GRMZM2G020938
Sb01g007470,GRMZM2G008072,GRMZM2G089673
Sb06g015070,GRMZM2G165063,GRMZM2G368047
Sb04g034380,GRMZM2G368206,GRMZM2G475583
Sb04g035160,GRMZM2G110333,GRMZM2G018398
Sb06g026370,GRMZM2G102059,GRMZM2G018485
Sb01g010190,GRMZM5G881950,GRMZM2G070765
Sb04g024620,GRMZM2G057184,GRMZM2G020409
Sb04g006640,GRMZM2G070068,GRMZM2G030402
Sb02g032480,GRMZM2G146240,GRMZM2G409213
Sb01g036670,GRMZM2G314064,GRMZM2G162481
Sb06g024020,GRMZM2G351318,GRMZM2G127821
Sb01g028485,GRMZM2G034383,GRMZM2G144841
Sb01g005740,GRMZM2G174210,GRMZM2G124290
Sb02g028240,GRMZM2G083894,GRMZM2G134334
Sb01g028480,GRMZM2G034096,GRMZM2G144818
Sb04g005040,GRMZM2G128877,GRMZM2G421857
Sb01g041630,GRMZM2G465595,GRMZM2G074032
Sb10g006850,GRMZM2G070315,GRMZM2G134389
Sb01g040230,GRMZM2G151582,AC210314.3_FG006
Sb02g037270,GRMZM5G887631,GRMZM5G847219
Sb01g033220,GRMZM2G046480,GRMZM2G053004
Sb06g027530,GRMZM2G455978,GRMZM2G129071
Sb03g027710,GRMZM2G064753,GRMZM2G134738
Sb01g010280,GRMZM2G023289,GRMZM2G109383
Sb04g033000,GRMZM2G056889,GRMZM2G004180
Sb01g048190,GRMZM2G095968,GRMZM2G127072
Sb06g018660,GRMZM2G071714,GRMZM5G889705
Sb01g045330,GRMZM2G064663,AC196059.3_FG003
Sb04g002340,GRMZM2G153178,GRMZM2G019166
Sb09g027710,GRMZM2G113129,GRMZM2G098999
Sb04g028520,GRMZM2G151257,GRMZM2G125991
Sb01g043600,GRMZM5G872264,GRMZM2G075921
Sb01g020450,GRMZM2G060742,GRMZM2G347174
Sb02g039650,GRMZM2G054136,GRMZM5G851698
Sb07g000940,GRMZM5G834205,GRMZM2G135568
Sb01g043350,GRMZM2G111214,GRMZM2G178278
Sb04g035500,GRMZM2G083788,GRMZM2G101125
Sb03g042310,GRMZM2G118250,GRMZM2G133806
Sb01g030610,GRMZM5G867121,GRMZM2G127224
Sb01g041490,GRMZM2G157197,GRMZM2G165355
Sb08g020750,GRMZM2G052650,GRMZM2G390345
Sb10g006700,GRMZM2G005066,GRMZM2G701063
Sb01g028730,GRMZM2G399484,GRMZM2G148180
Sb03g045440,GRMZM2G366622,GRMZM2G361688
Sb02g038940,GRMZM2G009320,GRMZM2G128072
Sb01g009700,GRMZM2G133198,GRMZM2G380291
Sb04g025800,GRMZM2G052341,GRMZM2G034804
Sb06g030650,GRMZM2G174926,GRMZM2G120136
Sb03g000380,GRMZM5G835677,GRMZM2G372870
Sb03g004390,GRMZM2G054559,GRMZM2G061969
Sb01g041120,GRMZM2G110023,GRMZM2G150598
Sb06g018250,GRMZM2G127184,GRMZM5G858456
Sb04g034740,GRMZM2G085945,GRMZM2G121151
Sb03g045930,GRMZM2G301172,GRMZM2G109472
Sb01g033350,GRMZM2G003530,GRMZM2G136538
Sb01g045480,GRMZM2G156486,GRMZM2G169365
Sb06g019100,GRMZM2G102499,GRMZM2G078641
Sb02g033680,GRMZM2G085670,GRMZM2G171745
Sb04g029720,GRMZM2G382345,GRMZM2G011015
Sb09g027290,GRMZM2G174906,GRMZM2G075796
Sb02g006970,GRMZM2G167946,GRMZM2G152438
Sb01g037850,GRMZM2G377215,GRMZM2G006830
Sb01g046460,GRMZM2G038982,GRMZM2G175563
Sb01g045660,GRMZM2G075459,AC149829.2_FG002
Sb04g002500,GRMZM2G524937,GRMZM2G324162
Sb03g037560,GRMZM2G019907,GRMZM2G125243
Sb06g031430,GRMZM2G391746,GRMZM2G427603
Sb04g024750,GRMZM2G025832,GRMZM2G313750
Sb04g037490,GRMZM2G002124,GRMZM2G112229
Sb02g029155,GRMZM5G831687,GRMZM2G014341
Sb07g001260,GRMZM2G117984,GRMZM2G105438
Sb02g029150,GRMZM2G105999,GRMZM2G013892
Sb04g029920,GRMZM2G056252,GRMZM2G064701
Sb04g025930,GRMZM2G071846,GRMZM2G179810
Sb03g035020,GRMZM2G324886,GRMZM2G031607
Sb03g000490,GRMZM2G475305,GRMZM2G375675
Sb03g025880,GRMZM2G100911,GRMZM2G165428
Sb01g046860,AC209858.4_FG004,AC149475.2_FG007
Sb09g025080,GRMZM2G049091,GRMZM2G060284
Sb02g037690,GRMZM2G022313,GRMZM2G014400
Sb01g032170,GRMZM2G030805,GRMZM2G075104
Sb04g030980,GRMZM2G067242,GRMZM2G066615
Sb01g050000,GRMZM2G042250,GRMZM2G109987
Sb06g019030,GRMZM2G032721,GRMZM2G361569
Sb09g027190,GRMZM2G079836,GRMZM2G168681
Sb03g040530,GRMZM2G060216,AC232238.2_FG004
Sb02g027920,GRMZM2G176407,GRMZM2G003992
Sb03g045590,GRMZM2G030902,GRMZM2G060977
Sb10g027330,GRMZM2G366077,GRMZM2G016250
Sb09g027210,GRMZM2G175089,GRMZM2G119722
Sb03g034810,GRMZM2G156016,GRMZM2G449165
Sb09g022590,GRMZM2G701193,GRMZM5G874500
Sb03g037770,GRMZM2G117022,GRMZM2G148586
Sb09g028200,GRMZM2G386995,GRMZM2G399333
Sb04g027650,GRMZM2G055150,GRMZM2G151044
Sb06g017980,GRMZM2G021319,GRMZM2G092762
Sb02g025620,GRMZM2G399644,GRMZM2G309747
Sb03g008710,GRMZM2G048305,GRMZM2G150266
Sb01g007870,GRMZM2G058032,GRMZM2G129865
Sb01g005220,GRMZM2G068936,GRMZM2G007867
Sb02g035320,GRMZM2G468657,GRMZM2G175927
Sb03g000740,GRMZM2G123499,GRMZM2G107205
Sb10g029690,GRMZM2G102447,GRMZM2G308689
Sb06g026470,GRMZM2G076844,GRMZM2G018027
Sb07g005180,GRMZM2G118063,GRMZM2G130442
Sb01g038930,GRMZM2G041989,GRMZM2G162460
Sb06g021540,GRMZM2G154397,GRMZM2G125635
Sb08g003330,GRMZM2G020446,GRMZM2G090722
Sb09g022330,GRMZM2G150471,GRMZM2G087197
Sb07g002560,GRMZM2G066460,GRMZM2G179976
Sb04g007250,GRMZM2G057642,GRMZM2G003377
Sb01g021180,GRMZM2G352627,GRMZM2G126972
Sb03g035110,GRMZM2G162305,GRMZM2G406155
Sb02g038090,GRMZM2G181219,GRMZM2G007324
Sb04g035960,GRMZM2G179633,GRMZM2G110960
Sb06g017720,GRMZM2G099144,GRMZM2G435824
Sb02g037870,GRMZM2G179777,GRMZM2G454474
Sb02g038890,GRMZM2G049077,GRMZM2G564586
Sb03g036910,GRMZM5G867518,GRMZM2G139349
Sb02g003433,GRMZM2G704330,AC207888.3_FG009
Sb03g006765,GRMZM2G412760,GRMZM2G172396
Sb01g015920,AC217264.3_FG005,GRMZM2G070523
Sb08g001240,GRMZM2G104655,GRMZM2G075884
Sb06g032010,GRMZM2G371944,GRMZM2G124466
Sb04g024830,GRMZM2G026085,GRMZM2G306781
Sb09g002250,GRMZM2G381076,GRMZM2G351941
Sb09g002210,GRMZM5G826979,GRMZM2G012584
Sb06g026580,GRMZM2G146847,GRMZM2G031280
Sb03g009820,GRMZM2G120115,GRMZM2G017329
Sb01g028230,GRMZM2G001930,GRMZM2G049229
Sb02g031050,GRMZM2G085948,GRMZM2G058105
Sb02g026816,GRMZM2G420786,GRMZM2G026095
Sb06g021370,GRMZM2G031398,GRMZM2G105004
Sb09g028860,GRMZM2G160417,GRMZM2G393897
Sb01g002340,GRMZM2G119755,GRMZM2G023081
Sb03g042604,GRMZM5G815894,GRMZM2G163081
Sb01g041280,GRMZM2G159110,GRMZM2G149809
Sb01g039940,GRMZM2G160198,GRMZM2G151934
Sb07g002460,GRMZM2G061186,GRMZM2G111247
Sb02g020760,GRMZM2G092137,AC203957.3_FG004
Sb02g041730,GRMZM2G036872,GRMZM2G340359
Sb01g035020,GRMZM5G898740,GRMZM2G170915
Sb02g028570,GRMZM2G380014,GRMZM2G365374
Sb07g021020,AC217050.4_FG001,GRMZM2G135770
Sb07g004110,GRMZM2G110145,GRMZM2G122277
Sb01g038010,GRMZM2G010328,GRMZM2G415117
Sb04g032180,GRMZM2G013821,GRMZM2G156785
Sb02g039210,GRMZM2G414043,GRMZM2G098859
Sb04g001200,GRMZM5G856837,GRMZM2G314882
Sb03g036660,GRMZM2G138800,GRMZM2G159643
Sb01g043360,GRMZM2G411084,GRMZM2G479245
Sb01g029050,GRMZM2G013987,GRMZM2G048854
Sb03g038370,GRMZM2G702036,GRMZM2G019612
Sb10g001600,GRMZM2G029863,GRMZM2G444845
Sb07g003620,GRMZM2G063322,GRMZM2G092535
Sb02g039740,GRMZM2G025281,GRMZM2G077823
Sb04g001190,GRMZM2G117012,GRMZM2G018251
Sb01g046910,GRMZM2G056870,AC149475.2_FG003
Sb01g040830,GRMZM2G136513,GRMZM5G884151
Sb03g031580,GRMZM2G115390,GRMZM2G149175
Sb03g040640,GRMZM2G426108,GRMZM5G873917
Sb08g020510,GRMZM2G398107,GRMZM2G069758
Sb07g025450,GRMZM2G107336,AC190609.3_FG003
Sb08g003210,GRMZM2G338454,GRMZM2G092008
Sb01g002980,GRMZM2G473906,GRMZM2G144008
Sb01g042560,GRMZM2G111324,GRMZM5G824920
Sb06g017290,GRMZM2G021834,GRMZM2G010323
Sb09g002050,GRMZM2G050842,GRMZM2G474726
Sb07g022710,GRMZM2G050556,GRMZM2G084885
Sb10g005110,GRMZM2G067707,GRMZM2G401139
Sb03g007140,GRMZM2G092533,GRMZM2G156713
Sb04g036500,GRMZM2G008715,GRMZM2G162052
Sb03g028780,GRMZM2G065203,GRMZM2G177150
Sb03g043730,GRMZM2G146697,GRMZM2G031352
Sb06g024230,GRMZM2G123373,GRMZM2G027173
Sb07g024960,GRMZM2G037655,GRMZM2G138881
Sb01g034130,GRMZM2G075153,GRMZM2G113873
Sb10g030060,GRMZM2G158136,GRMZM2G075584
Sb10g004700,GRMZM2G030144,GRMZM2G017421
Sb07g021620,GRMZM2G047238,GRMZM2G144367
Sb09g023640,GRMZM2G085582,GRMZM2G122569
Sb02g002380,GRMZM2G148831,GRMZM5G827174
Sb04g032296,GRMZM2G005909,GRMZM2G004131
Sb03g041910,GRMZM2G144602,GRMZM2G049269
Sb03g025520,GRMZM2G074097,GRMZM2G018375
Sb01g019076,GRMZM2G131723,GRMZM2G079343
Sb01g011020,GRMZM2G009368,GRMZM2G102754
Sb01g003360,GRMZM2G457467,GRMZM2G458266
Sb02g031930,GRMZM2G168330,GRMZM2G140116
Sb01g012100,GRMZM2G118172,GRMZM2G129140
Sb07g022820,GRMZM2G055968,GRMZM2G057486
Sb03g033050,GRMZM2G150450,GRMZM5G887216
Sb04g004050,GRMZM2G011888,GRMZM2G012143
Sb01g028900,GRMZM2G392477,GRMZM2G067734
Sb04g023810,GRMZM2G115420,GRMZM2G150024
Sb06g015570,GRMZM2G146395,GRMZM2G095826
Sb06g026740,GRMZM2G024312,AC233979.1_FG011
Sb07g024890,GRMZM2G084583,GRMZM2G419239
Sb06g023940,GRMZM2G404973,GRMZM2G054615
Sb01g008550,GRMZM2G018487,GRMZM2G147880
Sb04g030070,GRMZM2G466298,GRMZM2G022514
Sb02g032530,GRMZM2G006117,GRMZM2G039811
Sb02g041110,GRMZM2G356894,GRMZM2G060160
Sb10g004010,AC231745.1_FG004,GRMZM2G034631
Sb10g006820,GRMZM2G062318,GRMZM2G004334
Sb07g026010,GRMZM2G075003,GRMZM5G801241
Sb01g000910,GRMZM2G112609,GRMZM2G082976
Sb03g044420,GRMZM2G034833,GRMZM2G433942
Sb02g005710,GRMZM2G458665,GRMZM2G008862
Sb01g007240,GRMZM2G047656,GRMZM2G176085
Sb03g044300,GRMZM2G081090,GRMZM2G145158
Sb01g011120,GRMZM2G480954,AC206941.2_FG002
Sb03g038520,GRMZM2G399218,GRMZM2G043396
Sb01g009950,GRMZM5G863645,GRMZM2G181000
Sb03g025140,GRMZM2G071307,GRMZM5G829396
Sb08g020270,GRMZM2G130374,GRMZM2G173680
Sb01g008130,GRMZM2G009843,GRMZM2G171987
Sb04g032160,GRMZM2G074245,GRMZM2G102681
Sb03g030980,GRMZM2G037644,GRMZM2G006121
Sb03g043840,GRMZM2G145346,GRMZM2G082372
Sb01g048320,GRMZM2G020548,GRMZM2G310155
Sb03g041170,GRMZM2G129428,GRMZM2G075956
Sb04g034900,GRMZM5G801436,GRMZM2G149281
Sb09g002270,GRMZM2G015314,GRMZM2G086766
Sb02g020940,GRMZM2G126170,GRMZM2G111204
Sb04g032240,GRMZM2G141503,GRMZM2G080644
Sb03g007360,GRMZM2G162709,GRMZM2G096358
Sb06g016880,GRMZM2G458879,GRMZM2G054632
Sb01g045810,GRMZM2G162814,GRMZM2G178847
Sb01g037440,GRMZM5G824629,GRMZM2G121303
Sb07g026120,GRMZM2G083725,GRMZM2G071575
Sb01g037110,GRMZM2G070849,GRMZM2G134279
Sb01g015240,GRMZM2G110328,GRMZM2G074898
Sb01g015740,GRMZM2G011078,GRMZM2G124918
Sb03g044580,GRMZM2G336909,GRMZM2G054380
Sb03g039070,GRMZM2G049510,GRMZM5G856812
Sb06g019700,GRMZM2G151434,GRMZM2G006948
Sb01g011230,GRMZM2G704021,GRMZM2G111679
Sb01g000600,GRMZM2G047774,GRMZM2G014170
Sb02g010220,GRMZM2G140394,GRMZM2G050885
Sb10g001390,GRMZM2G383540,GRMZM5G808811
Sb01g010180,GRMZM5G845962,AC215181.3_FG004
Sb01g034860,GRMZM2G057652,GRMZM2G157749
Sb03g027380,GRMZM2G022383,GRMZM2G425377
Sb02g025390,GRMZM2G108818,GRMZM2G037574
Sb03g003110,GRMZM5G853245,GRMZM2G173124
Sb04g024630,GRMZM2G092780,GRMZM2G020388
Sb10g006620,GRMZM2G086906,GRMZM2G073150
Sb10g010480,GRMZM2G002617,GRMZM2G018823
Sb10g027200,GRMZM2G126197,GRMZM2G049027
Sb03g041500,GRMZM2G110057,GRMZM2G128215
Sb02g027710,GRMZM2G149051,AC233861.1_FG001
Sb01g033210,GRMZM2G085825,AC217887.3_FG005
Sb03g044630,GRMZM2G338259,GRMZM2G116557
Sb06g016290,GRMZM2G369742,GRMZM2G060720
Sb01g005730,GRMZM2G174136,GRMZM2G124243
Sb03g042460,GRMZM2G086845,GRMZM2G026969
Sb01g037200,GRMZM5G835810,GRMZM2G051896
Sb04g027180,GRMZM2G139765,GRMZM2G300924
Sb01g010050,GRMZM2G046849,GRMZM2G152548
Sb01g010500,GRMZM2G004160,GRMZM2G177934
Sb08g018350,AC203262.3_FG002,GRMZM2G139786
Sb01g017250,GRMZM2G123624,GRMZM2G002859
Sb01g000730,GRMZM2G115456,GRMZM2G384339
Sb06g023190,GRMZM2G113990,GRMZM2G131969
Sb03g029370,GRMZM2G067583,GRMZM2G154508
Sb01g010290,GRMZM2G023110,GRMZM2G150448
Sb09g023370,GRMZM2G125037,GRMZM2G162466
Sb04g036520,GRMZM2G163200,GRMZM2G379005
Sb06g018970,GRMZM2G083888,GRMZM2G080575
Sb02g037420,GRMZM2G072054,GRMZM2G039251
Sb02g036910,GRMZM2G357656,GRMZM2G060011
Sb07g021180,GRMZM2G160560,GRMZM2G095552
Sb10g001870,GRMZM2G370155,GRMZM2G424727
Sb01g017240,GRMZM2G105770,GRMZM5G869246
Sb10g006710,GRMZM2G005013,AY530952.1_FG001
Sb03g004450,GRMZM2G010693,GRMZM2G067675
Sb03g046340,GRMZM2G059083,GRMZM2G059191
Sb02g026820,GRMZM2G467907,GRMZM2G168163
Sb01g006990,GRMZM2G072553,GRMZM2G033198
Sb02g026530,GRMZM2G045431,GRMZM2G414252
Sb05g001470,GRMZM2G103281,GRMZM2G045970
Sb01g048710,GRMZM2G428184,GRMZM2G473274
Sb02g038950,GRMZM2G038338,GRMZM2G040618
Sb06g019130,GRMZM2G094532,GRMZM2G107299
Sb02g034640,GRMZM2G154489,GRMZM2G168706
Sb06g016800,GRMZM2G050925,GRMZM2G043737
Sb01g041150,GRMZM2G165944,AC205419.3_FG001
Sb01g015110,GRMZM2G074193,GRMZM2G045192
Sb02g037510,GRMZM2G102550,AC194970.5_FG001
Sb02g033690,GRMZM2G135038,GRMZM2G158248
Sb01g036240,GRMZM2G056424,GRMZM2G005984
Sb01g045490,GRMZM2G000741,GRMZM2G169363
Sb04g034500,GRMZM2G084086,GRMZM2G126765
Sb06g025860,GRMZM2G081032,GRMZM2G077069
Sb02g032740,GRMZM2G142013,GRMZM2G056606
Sb04g029730,GRMZM2G382341,GRMZM2G010937
Sb01g016440,GRMZM2G083091,GRMZM2G090669
Sb02g042510,GRMZM2G113863,GRMZM2G123486
Sb03g036650,GRMZM2G322723,GRMZM2G106702
Sb09g028060,GRMZM2G381739,GRMZM2G128333
Sb02g005920,GRMZM2G178618,GRMZM2G036034
Sb02g037730,GRMZM2G066051,GRMZM2G351417
Sb04g029940,GRMZM2G180920,GRMZM2G365298
Sb03g002630,GRMZM2G133168,AC187157.4_FG001
Sb03g008650,GRMZM2G056975,GRMZM2G036290
Sb08g020500,GRMZM2G180195,GRMZM2G116574
Sb02g043860,GRMZM2G409128,GRMZM2G128109
Sb03g034870,GRMZM2G167174,GRMZM2G153648
Sb03g031210,GRMZM2G366520,AC216793.3_FG008
Sb01g029505,GRMZM2G114906,GRMZM2G108619
Sb09g001090,GRMZM2G012964,GRMZM2G042623
Sb03g034500,GRMZM2G010306,GRMZM2G063737
Sb03g000480,GRMZM2G175218,GRMZM2G077202
Sb01g033140,GRMZM2G062996,GRMZM2G314663
Sb10g010330,GRMZM5G894110,GRMZM2G443881
Sb01g039960,GRMZM2G306806,GRMZM2G179336
Sb06g016930,GRMZM2G155150,GRMZM2G117633
Sb03g034750,GRMZM2G042754,GRMZM2G149093
Sb10g025410,GRMZM2G324248,GRMZM2G134878
Sb03g033160,GRMZM2G167829,GRMZM2G151205
Sb03g045680,GRMZM2G369652,GRMZM2G129108
Sb04g028510,GRMZM5G870253,GRMZM2G029859
Sb03g037740,GRMZM2G159134,GRMZM5G883126
Sb01g015120,GRMZM2G074254,GRMZM2G045462
Sb04g026840,GRMZM2G120922,GRMZM2G368398
Sb10g029730,GRMZM2G116140,GRMZM2G048430
Sb04g027860,GRMZM2G320786,GRMZM2G169033
Sb04g024170,GRMZM2G131727,AC207328.3_FG003
Sb09g020440,GRMZM2G121487,GRMZM2G096064
Sb03g028430,GRMZM2G105019,GRMZM2G149704
Sb04g030380,GRMZM2G147430,GRMZM2G143804
Sb03g044290,GRMZM2G081102,GRMZM2G145280
Sb04g006780,GRMZM2G382052,GRMZM2G012340
Sb01g035520,GRMZM2G097843,GRMZM2G002309
Sb03g000730,GRMZM2G123519,GRMZM2G122003
Sb03g008720,AC226235.2_FG003,GRMZM2G079034
Sb03g038980,GRMZM2G023279,GRMZM5G840487
Sb03g010130,GRMZM2G064541,GRMZM2G167492
Sb01g017060,GRMZM2G450498,GRMZM2G078097
Sb03g037150,GRMZM2G047384,GRMZM2G132303
Sb09g028530,GRMZM2G020928,GRMZM2G031827
Sb04g007260,GRMZM2G057622,GRMZM2G003411
Sb06g017240,GRMZM2G064773,GRMZM2G140726
Sb01g039040,GRMZM2G338333,GRMZM2G020982
Sb06g018140,GRMZM2G053985,GRMZM2G432846
Sb01g001080,GRMZM2G022269,GRMZM2G313678
Sb07g024080,GRMZM2G103258,GRMZM2G041885
Sb04g028680,GRMZM2G181522,GRMZM2G136996
Sb07g021100,GRMZM2G052123,GRMZM2G344991
Sb06g021740,GRMZM2G086371,GRMZM2G071264
Sb03g006080,GRMZM2G166064,GRMZM2G353895
